Jurisdiction,iso_3166_2,YearDur,Year,Fuel,Unit,Quantity
AUS,AU-AUS,2015-16,2015,Natural gas,GWh,50536.079
AUS,AU-AUS,2015-16,2015,Oil products,GWh,5655.616
AUS,AU-AUS,2015-16,2015,Other,GWh,
AUS,AU-AUS,2015-16,2015,Small-scale solar PV,GWh,6381.049
AUS,AU-AUS,2015-16,2015,Total,GWh,257428.582
AUS,AU-AUS,2015-16,2015,Total non-renewable,GWh,219282.534
AUS,AU-AUS,2015-16,2015,Total renewable,GWh,38146.048
AUS,AU-AUS,2015-16,2015,Wind,GWh,12199.498
AUS,AU-AUS,2016-17,2016,"Bagasse, wood",GWh,2251.59
AUS,AU-AUS,2016-17,2016,Biogas,GWh,1248.956
AUS,AU-AUS,2016-17,2016,Black coal,GWh,118235.959
AUS,AU-AUS,2016-17,2016,Brown coal,GWh,43594.098
AUS,AU-AUS,2016-17,2016,Geothermal,GWh,0.502
AUS,AU-AUS,2016-17,2016,Hydro,GWh,16284.887
AUS,AU-AUS,2016-17,2016,Large-scale solar PV,GWh,672.397
AUS,AU-AUS,2016-17,2016,Natural gas,GWh,50459.745
AUS,AU-AUS,2016-17,2016,Oil products,GWh,5272.59
AUS,AU-AUS,2016-17,2016,Other,GWh,
AUS,AU-AUS,2016-17,2016,Small-scale solar PV,GWh,7399.259
AUS,AU-AUS,2016-17,2016,Total,GWh,258016.968
AUS,AU-AUS,2016-17,2016,Total non-renewable,GWh,217562.392
AUS,AU-AUS,2016-17,2016,Total renewable,GWh,40454.576
AUS,AU-AUS,2016-17,2016,Wind,GWh,12596.985
AUS,AU-AUS,2017-18,2017,"Bagasse, wood",GWh,2258.893
AUS,AU-AUS,2017-18,2017,Biogas,GWh,1258.792
AUS,AU-AUS,2017-18,2017,Black coal,GWh,121689.29
AUS,AU-AUS,2017-18,2017,Brown coal,GWh,36021.427
AUS,AU-AUS,2017-18,2017,Geothermal,GWh,
AUS,AU-AUS,2017-18,2017,Hydro,GWh,16020.789
AUS,AU-AUS,2017-18,2017,Large-scale solar PV,GWh,1007.582
AUS,AU-AUS,2017-18,2017,Natural gas,GWh,53881.669
AUS,AU-AUS,2017-18,2017,Oil products,GWh,4820.876
AUS,AU-AUS,2017-18,2017,Other,GWh,
AUS,AU-AUS,2017-18,2017,Small-scale solar PV,GWh,8922.359
AUS,AU-AUS,2017-18,2017,Total,GWh,261056.102
AUS,AU-AUS,2017-18,2017,Total non-renewable,GWh,216413.262
AUS,AU-AUS,2017-18,2017,Total renewable,GWh,44642.84
AUS,AU-AUS,2017-18,2017,Wind,GWh,15174.425
AUS,AU-AUS,2018-19,2018,"Bagasse, wood",GWh,2152.237
AUS,AU-AUS,2018-19,2018,Biogas,GWh,1343.644
AUS,AU-AUS,2018-19,2018,Black coal,GWh,119809.515
AUS,AU-AUS,2018-19,2018,Brown coal,GWh,34495.245
AUS,AU-AUS,2018-19,2018,Geothermal,GWh,
AUS,AU-AUS,2018-19,2018,Hydro,GWh,15967.281
AUS,AU-AUS,2018-19,2018,Large-scale solar PV,GWh,3732.36
AUS,AU-AUS,2018-19,2018,Natural gas,GWh,52775.399
AUS,AU-AUS,2018-19,2018,Oil products,GWh,4922.945
AUS,AU-AUS,2018-19,2018,Other,GWh,
AUS,AU-AUS,2018-19,2018,Small-scale solar PV,GWh,11116.163
AUS,AU-AUS,2018-19,2018,Total,GWh,264026.741
AUS,AU-AUS,2018-19,2018,Total non-renewable,GWh,212003.104
AUS,AU-AUS,2018-19,2018,Total renewable,GWh,52023.636
AUS,AU-AUS,2018-19,2018,Wind,GWh,17711.951
AUS,AU-AUS,2019-20,2019,"Bagasse, wood",GWh,1989.764
AUS,AU-AUS,2019-20,2019,Biogas,GWh,1361.866
AUS,AU-AUS,2019-20,2019,Black coal,GWh,111860.822
AUS,AU-AUS,2019-20,2019,Brown coal,GWh,33661.55
AUS,AU-AUS,2019-20,2019,Geothermal,GWh,
AUS,AU-AUS,2019-20,2019,Hydro,GWh,15149.633
AUS,AU-AUS,2019-20,2019,Large-scale solar PV,GWh,7136.107
AUS,AU-AUS,2019-20,2019,Natural gas,GWh,55216.284
AUS,AU-AUS,2019-20,2019,Oil products,GWh,4509.201
AUS,AU-AUS,2019-20,2019,Other,GWh,
AUS,AU-AUS,2019-20,2019,Small-scale solar PV,GWh,13897.088
AUS,AU-AUS,2019-20,2019,Total,GWh,265178.199
AUS,AU-AUS,2019-20,2019,Total non-renewable,GWh,205247.857
AUS,AU-AUS,2019-20,2019,Total renewable,GWh,59930.342
AUS,AU-AUS,2019-20,2019,Wind,GWh,20395.885
AUS,AU-AUS,2020-21,2020,"Bagasse, wood",GWh,1992.17
AUS,AU-AUS,2020-21,2020,Biogas,GWh,1354.012
AUS,AU-AUS,2020-21,2020,Black coal,GWh,106251.414
AUS,AU-AUS,2020-21,2020,Brown coal,GWh,34060.028
AUS,AU-AUS,2020-21,2020,Geothermal,GWh,
AUS,AU-AUS,2020-21,2020,Hydro,GWh,15199.688
AUS,AU-AUS,2020-21,2020,Large-scale solar PV,GWh,9637.887
AUS,AU-AUS,2020-21,2020,Natural gas,GWh,49782.93
AUS,AU-AUS,2020-21,2020,Oil products,GWh,4661.89
AUS,AU-AUS,2020-21,2020,Other,GWh,
AUS,AU-AUS,2020-21,2020,Small-scale solar PV,GWh,18079.064
AUS,AU-AUS,2020-21,2020,Total,GWh,265554.452
AUS,AU-AUS,2020-21,2020,Total non-renewable,GWh,194756.262
AUS,AU-AUS,2020-21,2020,Total renewable,GWh,70798.19
AUS,AU-AUS,2020-21,2020,Wind,GWh,24535.369
AUS,AU-AUS,2021-22,2021,"Bagasse, wood",GWh,1817.451
AUS,AU-AUS,2021-22,2021,Biogas,GWh,1372.806
AUS,AU-AUS,2021-22,2021,Black coal,GWh,101076.158
AUS,AU-AUS,2021-22,2021,Brown coal,GWh,32515.636
AUS,AU-AUS,2021-22,2021,Geothermal,GWh,
AUS,AU-AUS,2021-22,2021,Hydro,GWh,17010.891
AUS,AU-AUS,2021-22,2021,Large-scale solar PV,GWh,12569.176
AUS,AU-AUS,2021-22,2021,Natural gas,GWh,49280.225
AUS,AU-AUS,2021-22,2021,Oil products,GWh,4664.001
AUS,AU-AUS,2021-22,2021,Other,GWh,
AUS,AU-AUS,2021-22,2021,Small-scale solar PV,GWh,22117.45
AUS,AU-AUS,2021-22,2021,Total,GWh,271531.587
AUS,AU-AUS,2021-22,2021,Total non-renewable,GWh,187536.02
AUS,AU-AUS,2021-22,2021,Total renewable,GWh,83995.568
AUS,AU-AUS,2021-22,2021,Wind,GWh,29107.793
AUS,AU-AUS,2022-23,2022,"Bagasse, wood",GWh,1687.72
AUS,AU-AUS,2022-23,2022,Biogas,GWh,1408.312
AUS,AU-AUS,2022-23,2022,Black coal,GWh,96173.858
AUS,AU-AUS,2022-23,2022,Brown coal,GWh,31459.126
AUS,AU-AUS,2022-23,2022,Geothermal,GWh,
AUS,AU-AUS,2022-23,2022,Hydro,GWh,16666.054
AUS,AU-AUS,2022-23,2022,Large-scale solar PV,GWh,15212.567
AUS,AU-AUS,2022-23,2022,Natural gas,GWh,48865.237
AUS,AU-AUS,2022-23,2022,Oil products,GWh,4864.397
AUS,AU-AUS,2022-23,2022,Other,GWh,
AUS,AU-AUS,2022-23,2022,Small-scale solar PV,GWh,26229.198
AUS,AU-AUS,2022-23,2022,Total,GWh,273951.343
AUS,AU-AUS,2022-23,2022,Total non-renewable,GWh,181362.618
AUS,AU-AUS,2022-23,2022,Total renewable,GWh,92588.725
AUS,AU-AUS,2022-23,2022,Wind,GWh,31384.874
AUS,AU-AUS,2023-24,2023,"Bagasse, wood",GWh,1911.601
AUS,AU-AUS,2023-24,2023,Biogas,GWh,1390.27
AUS,AU-AUS,2023-24,2023,Black coal,GWh,96405.277
AUS,AU-AUS,2023-24,2023,Brown coal,GWh,32137.08
AUS,AU-AUS,2023-24,2023,Geothermal,GWh,0
AUS,AU-AUS,2023-24,2023,Hydro,GWh,14960.055
AUS,AU-AUS,2023-24,2023,Large-scale solar PV,GWh,18114.822
AUS,AU-AUS,2023-24,2023,Natural gas,GWh,48489.114
AUS,AU-AUS,2023-24,2023,Oil products,GWh,4822.944
AUS,AU-AUS,2023-24,2023,Other,GWh,
AUS,AU-AUS,2023-24,2023,Small-scale solar PV,GWh,30485.434
AUS,AU-AUS,2023-24,2023,Total,GWh,279708.557
AUS,AU-AUS,2023-24,2023,Total non-renewable,GWh,181854.414
AUS,AU-AUS,2023-24,2023,Total renewable,GWh,97854.143
AUS,AU-AUS,2023-24,2023,Wind,GWh,30991.961
NSW,AU-NSW,8-Sep,#VALUE!,"Bagasse, wood",GWh,291.3
NSW,AU-NSW,8-Sep,#VALUE!,Biogas,GWh,383.4
NSW,AU-NSW,8-Sep,#VALUE!,Black coal,GWh,67650.3
NSW,AU-NSW,8-Sep,#VALUE!,Brown coal,GWh,
NSW,AU-NSW,8-Sep,#VALUE!,Geothermal,GWh,
NSW,AU-NSW,8-Sep,#VALUE!,Hydro,GWh,1496.977
NSW,AU-NSW,8-Sep,#VALUE!,Large-scale solar PV,GWh,
NSW,AU-NSW,8-Sep,#VALUE!,Natural gas,GWh,2445.1
NSW,AU-NSW,8-Sep,#VALUE!,Oil products,GWh,24.7
NSW,AU-NSW,8-Sep,#VALUE!,Other,GWh,
NSW,AU-NSW,8-Sep,#VALUE!,Small-scale solar PV,GWh,36.3
NSW,AU-NSW,8-Sep,#VALUE!,Total,GWh,72369.377
NSW,AU-NSW,8-Sep,#VALUE!,Total non-renewable,GWh,70120.1
NSW,AU-NSW,8-Sep,#VALUE!,Total renewable,GWh,2249.277
NSW,AU-NSW,8-Sep,#VALUE!,Wind,GWh,41.3
NSW,AU-NSW,9-Oct,#VALUE!,"Bagasse, wood",GWh,295.3
NSW,AU-NSW,9-Oct,#VALUE!,Biogas,GWh,385.8
NSW,AU-NSW,9-Oct,#VALUE!,Black coal,GWh,64398.6
NSW,AU-NSW,9-Oct,#VALUE!,Brown coal,GWh,
NSW,AU-NSW,9-Oct,#VALUE!,Geothermal,GWh,
NSW,AU-NSW,9-Oct,#VALUE!,Hydro,GWh,2689.526
NSW,AU-NSW,9-Oct,#VALUE!,Large-scale solar PV,GWh,
NSW,AU-NSW,9-Oct,#VALUE!,Natural gas,GWh,4681.3
NSW,AU-NSW,9-Oct,#VALUE!,Oil products,GWh,5.6
NSW,AU-NSW,9-Oct,#VALUE!,Other,GWh,
NSW,AU-NSW,9-Oct,#VALUE!,Small-scale solar PV,GWh,119.2
NSW,AU-NSW,9-Oct,#VALUE!,Total,GWh,73007.826
NSW,AU-NSW,9-Oct,#VALUE!,Total non-renewable,GWh,69085.5
NSW,AU-NSW,9-Oct,#VALUE!,Total renewable,GWh,3922.326
NSW,AU-NSW,9-Oct,#VALUE!,Wind,GWh,432.5
NSW,AU-NSW,10-Nov,#VALUE!,"Bagasse, wood",GWh,253.3
NSW,AU-NSW,10-Nov,#VALUE!,Biogas,GWh,360
NSW,AU-NSW,10-Nov,#VALUE!,Black coal,GWh,60732.2
NSW,AU-NSW,10-Nov,#VALUE!,Brown coal,GWh,
NSW,AU-NSW,10-Nov,#VALUE!,Geothermal,GWh,
NSW,AU-NSW,10-Nov,#VALUE!,Hydro,GWh,2474.878
NSW,AU-NSW,10-Nov,#VALUE!,Large-scale solar PV,GWh,
NSW,AU-NSW,10-Nov,#VALUE!,Natural gas,GWh,4742.7
NSW,AU-NSW,10-Nov,#VALUE!,Oil products,GWh,61.4
NSW,AU-NSW,10-Nov,#VALUE!,Other,GWh,
NSW,AU-NSW,10-Nov,#VALUE!,Small-scale solar PV,GWh,526.3
NSW,AU-NSW,10-Nov,#VALUE!,Total,GWh,69680.869
NSW,AU-NSW,10-Nov,#VALUE!,Total non-renewable,GWh,65536.3
NSW,AU-NSW,10-Nov,#VALUE!,Total renewable,GWh,4144.569
NSW,AU-NSW,10-Nov,#VALUE!,Wind,GWh,530.091
NSW,AU-NSW,11-Dec,#VALUE!,"Bagasse, wood",GWh,413.6
NSW,AU-NSW,11-Dec,#VALUE!,Biogas,GWh,408.7
NSW,AU-NSW,11-Dec,#VALUE!,Black coal,GWh,60453.7
NSW,AU-NSW,11-Dec,#VALUE!,Brown coal,GWh,
NSW,AU-NSW,11-Dec,#VALUE!,Geothermal,GWh,
NSW,AU-NSW,11-Dec,#VALUE!,Hydro,GWh,2446.925
NSW,AU-NSW,11-Dec,#VALUE!,Large-scale solar PV,GWh,
NSW,AU-NSW,11-Dec,#VALUE!,Natural gas,GWh,4212.1
NSW,AU-NSW,11-Dec,#VALUE!,Oil products,GWh,42.1
NSW,AU-NSW,11-Dec,#VALUE!,Other,GWh,
NSW,AU-NSW,11-Dec,#VALUE!,Small-scale solar PV,GWh,657.7
NSW,AU-NSW,11-Dec,#VALUE!,Total,GWh,69332.425
NSW,AU-NSW,11-Dec,#VALUE!,Total non-renewable,GWh,64707.9
NSW,AU-NSW,11-Dec,#VALUE!,Total renewable,GWh,4624.525
NSW,AU-NSW,11-Dec,#VALUE!,Wind,GWh,697.6
NSW,AU-NSW,2012-13,2012,"Bagasse, wood",GWh,425.4
NSW,AU-NSW,2012-13,2012,Biogas,GWh,413.4
NSW,AU-NSW,2012-13,2012,Black coal,GWh,56798.6
NSW,AU-NSW,2012-13,2012,Brown coal,GWh,
NSW,AU-NSW,2012-13,2012,Geothermal,GWh,
NSW,AU-NSW,2012-13,2012,Hydro,GWh,3298.089
NSW,AU-NSW,2012-13,2012,Large-scale solar PV,GWh,
NSW,AU-NSW,2012-13,2012,Natural gas,GWh,5168.7
NSW,AU-NSW,2012-13,2012,Oil products,GWh,190.9
NSW,AU-NSW,2012-13,2012,Other,GWh,
NSW,AU-NSW,2012-13,2012,Small-scale solar PV,GWh,857.6
NSW,AU-NSW,2012-13,2012,Total,GWh,67985.289
NSW,AU-NSW,2012-13,2012,Total non-renewable,GWh,62158.2
NSW,AU-NSW,2012-13,2012,Total renewable,GWh,5827.089
NSW,AU-NSW,2012-13,2012,Wind,GWh,832.6
NSW,AU-NSW,2013-14,2013,"Bagasse, wood",GWh,461.7
NSW,AU-NSW,2013-14,2013,Biogas,GWh,420.6
NSW,AU-NSW,2013-14,2013,Black coal,GWh,55819.495
NSW,AU-NSW,2013-14,2013,Brown coal,GWh,
NSW,AU-NSW,2013-14,2013,Geothermal,GWh,
NSW,AU-NSW,2013-14,2013,Hydro,GWh,2721.109
NSW,AU-NSW,2013-14,2013,Large-scale solar PV,GWh,10.635
NSW,AU-NSW,2013-14,2013,Natural gas,GWh,5528.3
NSW,AU-NSW,2013-14,2013,Oil products,GWh,170.7
NSW,AU-NSW,2013-14,2013,Other,GWh,
NSW,AU-NSW,2013-14,2013,Small-scale solar PV,GWh,964.898
NSW,AU-NSW,2013-14,2013,Total,GWh,66996.639
NSW,AU-NSW,2013-14,2013,Total non-renewable,GWh,61518.495
NSW,AU-NSW,2013-14,2013,Total renewable,GWh,5478.144
NSW,AU-NSW,2013-14,2013,Wind,GWh,899.202
NSW,AU-NSW,2014-15,2014,"Bagasse, wood",GWh,551.1
NSW,AU-NSW,2014-15,2014,Biogas,GWh,472.1
NSW,AU-NSW,2014-15,2014,Black coal,GWh,52562.2
NSW,AU-NSW,2014-15,2014,Brown coal,GWh,
NSW,AU-NSW,2014-15,2014,Geothermal,GWh,
NSW,AU-NSW,2014-15,2014,Hydro,GWh,1770.988
NSW,AU-NSW,2014-15,2014,Large-scale solar PV,GWh,60.176
NSW,AU-NSW,2014-15,2014,Natural gas,GWh,4528.39
NSW,AU-NSW,2014-15,2014,Oil products,GWh,284.3
NSW,AU-NSW,2014-15,2014,Other,GWh,
NSW,AU-NSW,2014-15,2014,Small-scale solar PV,GWh,1211.187
NSW,AU-NSW,2014-15,2014,Total,GWh,62816.441
NSW,AU-NSW,2014-15,2014,Total non-renewable,GWh,57374.89
NSW,AU-NSW,2014-15,2014,Total renewable,GWh,5441.551
NSW,AU-NSW,2014-15,2014,Wind,GWh,1376
NSW,AU-NSW,2015-16,2015,"Bagasse, wood",GWh,601.734
NSW,AU-NSW,2015-16,2015,Biogas,GWh,444.606
NSW,AU-NSW,2015-16,2015,Black coal,GWh,55334.499
NSW,AU-NSW,2015-16,2015,Brown coal,GWh,
NSW,AU-NSW,2015-16,2015,Geothermal,GWh,
NSW,AU-NSW,2015-16,2015,Hydro,GWh,3170.201
NSW,AU-NSW,2015-16,2015,Large-scale solar PV,GWh,399.511
NSW,AU-NSW,2015-16,2015,Natural gas,GWh,4628.561
NSW,AU-NSW,2015-16,2015,Oil products,GWh,289.533
NSW,AU-NSW,2015-16,2015,Other,GWh,
NSW,AU-NSW,2015-16,2015,Small-scale solar PV,GWh,1461.945
NSW,AU-NSW,2015-16,2015,Total,GWh,68229.377
NSW,AU-NSW,2015-16,2015,Total non-renewable,GWh,60252.593
NSW,AU-NSW,2015-16,2015,Total renewable,GWh,7976.784
NSW,AU-NSW,2015-16,2015,Wind,GWh,1898.787
NSW,AU-NSW,2016-17,2016,"Bagasse, wood",GWh,696.468
NSW,AU-NSW,2016-17,2016,Biogas,GWh,406.21
NSW,AU-NSW,2016-17,2016,Black coal,GWh,55967.139
NSW,AU-NSW,2016-17,2016,Brown coal,GWh,
NSW,AU-NSW,2016-17,2016,Geothermal,GWh,
NSW,AU-NSW,2016-17,2016,Hydro,GWh,3290.647
NSW,AU-NSW,2016-17,2016,Large-scale solar PV,GWh,567.558
NSW,AU-NSW,2016-17,2016,Natural gas,GWh,3330.808
NSW,AU-NSW,2016-17,2016,Oil products,GWh,321.55
NSW,AU-NSW,2016-17,2016,Other,GWh,
NSW,AU-NSW,2016-17,2016,Small-scale solar PV,GWh,1706.84
NSW,AU-NSW,2016-17,2016,Total,GWh,68159.247
NSW,AU-NSW,2016-17,2016,Total non-renewable,GWh,59619.497
NSW,AU-NSW,2016-17,2016,Total renewable,GWh,8539.75
NSW,AU-NSW,2016-17,2016,Wind,GWh,1872.027
NSW,AU-NSW,2017-18,2017,"Bagasse, wood",GWh,764.985
NSW,AU-NSW,2017-18,2017,Biogas,GWh,424.375
NSW,AU-NSW,2017-18,2017,Black coal,GWh,57022.151
NSW,AU-NSW,2017-18,2017,Brown coal,GWh,
NSW,AU-NSW,2017-18,2017,Geothermal,GWh,
NSW,AU-NSW,2017-18,2017,Hydro,GWh,2915.519
NSW,AU-NSW,2017-18,2017,Large-scale solar PV,GWh,699.96
NSW,AU-NSW,2017-18,2017,Natural gas,GWh,3045.834
NSW,AU-NSW,2017-18,2017,Oil products,GWh,324.365
NSW,AU-NSW,2017-18,2017,Other,GWh,
NSW,AU-NSW,2017-18,2017,Small-scale solar PV,GWh,2095.805
NSW,AU-NSW,2017-18,2017,Total,GWh,69724.621
NSW,AU-NSW,2017-18,2017,Total non-renewable,GWh,60392.35
NSW,AU-NSW,2017-18,2017,Total renewable,GWh,9332.271
NSW,AU-NSW,2017-18,2017,Wind,GWh,2431.628
NSW,AU-NSW,2018-19,2018,"Bagasse, wood",GWh,758.832
NSW,AU-NSW,2018-19,2018,Biogas,GWh,418.791
NSW,AU-NSW,2018-19,2018,Black coal,GWh,57734.932
NSW,AU-NSW,2018-19,2018,Brown coal,GWh,
NSW,AU-NSW,2018-19,2018,Geothermal,GWh,
NSW,AU-NSW,2018-19,2018,Hydro,GWh,2160.284
NSW,AU-NSW,2018-19,2018,Large-scale solar PV,GWh,1348.238
NSW,AU-NSW,2018-19,2018,Natural gas,GWh,2360.324
NSW,AU-NSW,2018-19,2018,Oil products,GWh,322.563
NSW,AU-NSW,2018-19,2018,Other,GWh,
NSW,AU-NSW,2018-19,2018,Small-scale solar PV,GWh,2717.095
NSW,AU-NSW,2018-19,2018,Total,GWh,71560.795
NSW,AU-NSW,2018-19,2018,Total non-renewable,GWh,60417.819
NSW,AU-NSW,2018-19,2018,Total renewable,GWh,11142.976
NSW,AU-NSW,2018-19,2018,Wind,GWh,3739.737
NSW,AU-NSW,2019-20,2019,"Bagasse, wood",GWh,716.2
NSW,AU-NSW,2019-20,2019,Biogas,GWh,387.435
NSW,AU-NSW,2019-20,2019,Black coal,GWh,53566.67
NSW,AU-NSW,2019-20,2019,Brown coal,GWh,
NSW,AU-NSW,2019-20,2019,Geothermal,GWh,
NSW,AU-NSW,2019-20,2019,Hydro,GWh,2110.053
NSW,AU-NSW,2019-20,2019,Large-scale solar PV,GWh,2084.569
NSW,AU-NSW,2019-20,2019,Natural gas,GWh,2870.937
NSW,AU-NSW,2019-20,2019,Oil products,GWh,337.29
NSW,AU-NSW,2019-20,2019,Other,GWh,
NSW,AU-NSW,2019-20,2019,Small-scale solar PV,GWh,3417.322
NSW,AU-NSW,2019-20,2019,Total,GWh,70064.736
NSW,AU-NSW,2019-20,2019,Total non-renewable,GWh,56774.898
NSW,AU-NSW,2019-20,2019,Total renewable,GWh,13289.838
NSW,AU-NSW,2019-20,2019,Wind,GWh,4574.26
NSW,AU-NSW,2020-21,2020,"Bagasse, wood",GWh,686.098
NSW,AU-NSW,2020-21,2020,Biogas,GWh,411.044
NSW,AU-NSW,2020-21,2020,Black coal,GWh,50790.813
NSW,AU-NSW,2020-21,2020,Brown coal,GWh,
NSW,AU-NSW,2020-21,2020,Geothermal,GWh,
NSW,AU-NSW,2020-21,2020,Hydro,GWh,2964.239
NSW,AU-NSW,2020-21,2020,Large-scale solar PV,GWh,3368.02
NSW,AU-NSW,2020-21,2020,Natural gas,GWh,1903.206
NSW,AU-NSW,2020-21,2020,Oil products,GWh,340.577
NSW,AU-NSW,2020-21,2020,Other,GWh,
NSW,AU-NSW,2020-21,2020,Small-scale solar PV,GWh,4892.915
NSW,AU-NSW,2020-21,2020,Total,GWh,70162.827
NSW,AU-NSW,2020-21,2020,Total non-renewable,GWh,53034.595
NSW,AU-NSW,2020-21,2020,Total renewable,GWh,17128.232
NSW,AU-NSW,2020-21,2020,Wind,GWh,4805.916
NSW,AU-NSW,2021-22,2021,"Bagasse, wood",GWh,568.338
NSW,AU-NSW,2021-22,2021,Biogas,GWh,398.533
NSW,AU-NSW,2021-22,2021,Black coal,GWh,46958.795
NSW,AU-NSW,2021-22,2021,Brown coal,GWh,
NSW,AU-NSW,2021-22,2021,Geothermal,GWh,
NSW,AU-NSW,2021-22,2021,Hydro,GWh,3315.522
NSW,AU-NSW,2021-22,2021,Large-scale solar PV,GWh,5014.413
NSW,AU-NSW,2021-22,2021,Natural gas,GWh,3210.705
NSW,AU-NSW,2021-22,2021,Oil products,GWh,458.081
NSW,AU-NSW,2021-22,2021,Other,GWh,
NSW,AU-NSW,2021-22,2021,Small-scale solar PV,GWh,6201.341
NSW,AU-NSW,2021-22,2021,Total,GWh,72099.158
NSW,AU-NSW,2021-22,2021,Total non-renewable,GWh,50627.581
NSW,AU-NSW,2021-22,2021,Total renewable,GWh,21471.577
NSW,AU-NSW,2021-22,2021,Wind,GWh,5973.429
NSW,AU-NSW,2022-23,2022,"Bagasse, wood",GWh,580.955
NSW,AU-NSW,2022-23,2022,Biogas,GWh,411.396
NSW,AU-NSW,2022-23,2022,Black coal,GWh,45602.768
NSW,AU-NSW,2022-23,2022,Brown coal,GWh,
NSW,AU-NSW,2022-23,2022,Geothermal,GWh,
NSW,AU-NSW,2022-23,2022,Hydro,GWh,3752.077
NSW,AU-NSW,2022-23,2022,Large-scale solar PV,GWh,5770.351
NSW,AU-NSW,2022-23,2022,Natural gas,GWh,2497.562
NSW,AU-NSW,2022-23,2022,Oil products,GWh,389.558
NSW,AU-NSW,2022-23,2022,Other,GWh,
NSW,AU-NSW,2022-23,2022,Small-scale solar PV,GWh,7555.163
NSW,AU-NSW,2022-23,2022,Total,GWh,72770.754
NSW,AU-NSW,2022-23,2022,Total non-renewable,GWh,48489.888
NSW,AU-NSW,2022-23,2022,Total renewable,GWh,24280.866
NSW,AU-NSW,2022-23,2022,Wind,GWh,6210.924
NSW,AU-NSW,2023-24,2023,"Bagasse, wood",GWh,616.879
NSW,AU-NSW,2023-24,2023,Biogas,GWh,423.59
NSW,AU-NSW,2023-24,2023,Black coal,GWh,44885.907
NSW,AU-NSW,2023-24,2023,Brown coal,GWh,
NSW,AU-NSW,2023-24,2023,Geothermal,GWh,0
NSW,AU-NSW,2023-24,2023,Hydro,GWh,3148.196
NSW,AU-NSW,2023-24,2023,Large-scale solar PV,GWh,7404.681
NSW,AU-NSW,2023-24,2023,Natural gas,GWh,2159.23
NSW,AU-NSW,2023-24,2023,Oil products,GWh,590.955
NSW,AU-NSW,2023-24,2023,Other,GWh,
NSW,AU-NSW,2023-24,2023,Small-scale solar PV,GWh,9110.462
NSW,AU-NSW,2023-24,2023,Total,GWh,74232.895
NSW,AU-NSW,2023-24,2023,Total non-renewable,GWh,47636.092
NSW,AU-NSW,2023-24,2023,Total renewable,GWh,26596.802
NSW,AU-NSW,2023-24,2023,Wind,GWh,5892.994
NT,AU-NT,8-Sep,#VALUE!,"Bagasse, wood",GWh,
NT,AU-NT,8-Sep,#VALUE!,Biogas,GWh,9.2
NT,AU-NT,8-Sep,#VALUE!,Black coal,GWh,
NT,AU-NT,8-Sep,#VALUE!,Brown coal,GWh,
NT,AU-NT,8-Sep,#VALUE!,Geothermal,GWh,
NT,AU-NT,8-Sep,#VALUE!,Hydro,GWh,
NT,AU-NT,8-Sep,#VALUE!,Large-scale solar PV,GWh,
NT,AU-NT,8-Sep,#VALUE!,Natural gas,GWh,1873.4
NT,AU-NT,8-Sep,#VALUE!,Oil products,GWh,1039.3
NT,AU-NT,8-Sep,#VALUE!,Other,GWh,
NT,AU-NT,8-Sep,#VALUE!,Small-scale solar PV,GWh,0.5
NT,AU-NT,8-Sep,#VALUE!,Total,GWh,2922.4
NT,AU-NT,8-Sep,#VALUE!,Total non-renewable,GWh,2912.7
NT,AU-NT,8-Sep,#VALUE!,Total renewable,GWh,9.7
NT,AU-NT,8-Sep,#VALUE!,Wind,GWh,
NT,AU-NT,9-Oct,#VALUE!,"Bagasse, wood",GWh,
NT,AU-NT,9-Oct,#VALUE!,Biogas,GWh,9.2
NT,AU-NT,9-Oct,#VALUE!,Black coal,GWh,
NT,AU-NT,9-Oct,#VALUE!,Brown coal,GWh,
NT,AU-NT,9-Oct,#VALUE!,Geothermal,GWh,
NT,AU-NT,9-Oct,#VALUE!,Hydro,GWh,
NT,AU-NT,9-Oct,#VALUE!,Large-scale solar PV,GWh,
NT,AU-NT,9-Oct,#VALUE!,Natural gas,GWh,2134.9
NT,AU-NT,9-Oct,#VALUE!,Oil products,GWh,1118.2
NT,AU-NT,9-Oct,#VALUE!,Other,GWh,
NT,AU-NT,9-Oct,#VALUE!,Small-scale solar PV,GWh,4.3
NT,AU-NT,9-Oct,#VALUE!,Total,GWh,3266.6
NT,AU-NT,9-Oct,#VALUE!,Total non-renewable,GWh,3253.1
NT,AU-NT,9-Oct,#VALUE!,Total renewable,GWh,13.5
NT,AU-NT,9-Oct,#VALUE!,Wind,GWh,
NT,AU-NT,10-Nov,#VALUE!,"Bagasse, wood",GWh,
NT,AU-NT,10-Nov,#VALUE!,Biogas,GWh,8.7
NT,AU-NT,10-Nov,#VALUE!,Black coal,GWh,
NT,AU-NT,10-Nov,#VALUE!,Brown coal,GWh,
NT,AU-NT,10-Nov,#VALUE!,Geothermal,GWh,
NT,AU-NT,10-Nov,#VALUE!,Hydro,GWh,
NT,AU-NT,10-Nov,#VALUE!,Large-scale solar PV,GWh,
NT,AU-NT,10-Nov,#VALUE!,Natural gas,GWh,2054.1
NT,AU-NT,10-Nov,#VALUE!,Oil products,GWh,1022.5
NT,AU-NT,10-Nov,#VALUE!,Other,GWh,
NT,AU-NT,10-Nov,#VALUE!,Small-scale solar PV,GWh,5.6
