Jurisdiction,iso_3166_2,YearDur,Year,Fuel,Unit,Quantity
QLD,AU-QLD,2023-24,2023,Hydro,GWh,1315.467
QLD,AU-QLD,2023-24,2023,Large-scale solar PV,GWh,6465.927
QLD,AU-QLD,2023-24,2023,Natural gas,GWh,8953.187
QLD,AU-QLD,2023-24,2023,Oil products,GWh,1200.306
QLD,AU-QLD,2023-24,2023,Other,GWh,
QLD,AU-QLD,2023-24,2023,Small-scale solar PV,GWh,8364.731
QLD,AU-QLD,2023-24,2023,Total,GWh,74256.931
QLD,AU-QLD,2023-24,2023,Total non-renewable,GWh,53745.21
QLD,AU-QLD,2023-24,2023,Total renewable,GWh,20511.721
QLD,AU-QLD,2023-24,2023,Wind,GWh,2951.727
SA,AU-SA,8-Sep,#VALUE!,"Bagasse, wood",GWh,
SA,AU-SA,8-Sep,#VALUE!,Biogas,GWh,86.1
SA,AU-SA,8-Sep,#VALUE!,Black coal,GWh,
SA,AU-SA,8-Sep,#VALUE!,Brown coal,GWh,4887.4
SA,AU-SA,8-Sep,#VALUE!,Geothermal,GWh,
SA,AU-SA,8-Sep,#VALUE!,Hydro,GWh,4.1
SA,AU-SA,8-Sep,#VALUE!,Large-scale solar PV,GWh,
SA,AU-SA,8-Sep,#VALUE!,Natural gas,GWh,7371.4
SA,AU-SA,8-Sep,#VALUE!,Oil products,GWh,63.2
SA,AU-SA,8-Sep,#VALUE!,Other,GWh,
SA,AU-SA,8-Sep,#VALUE!,Small-scale solar PV,GWh,23.4
SA,AU-SA,8-Sep,#VALUE!,Total,GWh,14455.8
SA,AU-SA,8-Sep,#VALUE!,Total non-renewable,GWh,12322
SA,AU-SA,8-Sep,#VALUE!,Total renewable,GWh,2133.8
SA,AU-SA,8-Sep,#VALUE!,Wind,GWh,2020.2
SA,AU-SA,9-Oct,#VALUE!,"Bagasse, wood",GWh,
SA,AU-SA,9-Oct,#VALUE!,Biogas,GWh,85.5
SA,AU-SA,9-Oct,#VALUE!,Black coal,GWh,
SA,AU-SA,9-Oct,#VALUE!,Brown coal,GWh,4526.6
SA,AU-SA,9-Oct,#VALUE!,Geothermal,GWh,
SA,AU-SA,9-Oct,#VALUE!,Hydro,GWh,4.2
SA,AU-SA,9-Oct,#VALUE!,Large-scale solar PV,GWh,
SA,AU-SA,9-Oct,#VALUE!,Natural gas,GWh,6937
SA,AU-SA,9-Oct,#VALUE!,Oil products,GWh,163.9
SA,AU-SA,9-Oct,#VALUE!,Other,GWh,
SA,AU-SA,9-Oct,#VALUE!,Small-scale solar PV,GWh,50.7
SA,AU-SA,9-Oct,#VALUE!,Total,GWh,13796.9
SA,AU-SA,9-Oct,#VALUE!,Total non-renewable,GWh,11627.5
SA,AU-SA,9-Oct,#VALUE!,Total renewable,GWh,2169.4
SA,AU-SA,9-Oct,#VALUE!,Wind,GWh,2029
SA,AU-SA,10-Nov,#VALUE!,"Bagasse, wood",GWh,
SA,AU-SA,10-Nov,#VALUE!,Biogas,GWh,77.8
SA,AU-SA,10-Nov,#VALUE!,Black coal,GWh,
SA,AU-SA,10-Nov,#VALUE!,Brown coal,GWh,4231.6
SA,AU-SA,10-Nov,#VALUE!,Geothermal,GWh,
SA,AU-SA,10-Nov,#VALUE!,Hydro,GWh,4.1
SA,AU-SA,10-Nov,#VALUE!,Large-scale solar PV,GWh,
SA,AU-SA,10-Nov,#VALUE!,Natural gas,GWh,6693.1
SA,AU-SA,10-Nov,#VALUE!,Oil products,GWh,89.3
SA,AU-SA,10-Nov,#VALUE!,Other,GWh,
SA,AU-SA,10-Nov,#VALUE!,Small-scale solar PV,GWh,182.8
SA,AU-SA,10-Nov,#VALUE!,Total,GWh,14169
SA,AU-SA,10-Nov,#VALUE!,Total non-renewable,GWh,11014
SA,AU-SA,10-Nov,#VALUE!,Total renewable,GWh,3155
SA,AU-SA,10-Nov,#VALUE!,Wind,GWh,2890.3
SA,AU-SA,11-Dec,#VALUE!,"Bagasse, wood",GWh,
SA,AU-SA,11-Dec,#VALUE!,Biogas,GWh,70.6
SA,AU-SA,11-Dec,#VALUE!,Black coal,GWh,
SA,AU-SA,11-Dec,#VALUE!,Brown coal,GWh,3008
SA,AU-SA,11-Dec,#VALUE!,Geothermal,GWh,
SA,AU-SA,11-Dec,#VALUE!,Hydro,GWh,4.4
SA,AU-SA,11-Dec,#VALUE!,Large-scale solar PV,GWh,
SA,AU-SA,11-Dec,#VALUE!,Natural gas,GWh,6703.2
SA,AU-SA,11-Dec,#VALUE!,Oil products,GWh,97.8
SA,AU-SA,11-Dec,#VALUE!,Other,GWh,
SA,AU-SA,11-Dec,#VALUE!,Small-scale solar PV,GWh,398.1
SA,AU-SA,11-Dec,#VALUE!,Total,GWh,13408.628
SA,AU-SA,11-Dec,#VALUE!,Total non-renewable,GWh,9809
SA,AU-SA,11-Dec,#VALUE!,Total renewable,GWh,3599.628
SA,AU-SA,11-Dec,#VALUE!,Wind,GWh,3126.528
SA,AU-SA,2012-13,2012,"Bagasse, wood",GWh,
SA,AU-SA,2012-13,2012,Biogas,GWh,72.6
SA,AU-SA,2012-13,2012,Black coal,GWh,
SA,AU-SA,2012-13,2012,Brown coal,GWh,2237.5
SA,AU-SA,2012-13,2012,Geothermal,GWh,
SA,AU-SA,2012-13,2012,Hydro,GWh,5.9
SA,AU-SA,2012-13,2012,Large-scale solar PV,GWh,
SA,AU-SA,2012-13,2012,Natural gas,GWh,7060.9
SA,AU-SA,2012-13,2012,Oil products,GWh,141
SA,AU-SA,2012-13,2012,Other,GWh,
SA,AU-SA,2012-13,2012,Small-scale solar PV,GWh,558.6
SA,AU-SA,2012-13,2012,Total,GWh,13390
SA,AU-SA,2012-13,2012,Total non-renewable,GWh,9439.4
SA,AU-SA,2012-13,2012,Total renewable,GWh,3950.6
SA,AU-SA,2012-13,2012,Wind,GWh,3313.5
SA,AU-SA,2013-14,2013,"Bagasse, wood",GWh,
SA,AU-SA,2013-14,2013,Biogas,GWh,80.9
SA,AU-SA,2013-14,2013,Black coal,GWh,
SA,AU-SA,2013-14,2013,Brown coal,GWh,2098.5
SA,AU-SA,2013-14,2013,Geothermal,GWh,
SA,AU-SA,2013-14,2013,Hydro,GWh,5.9
SA,AU-SA,2013-14,2013,Large-scale solar PV,GWh,1.385
SA,AU-SA,2013-14,2013,Natural gas,GWh,5998.1
SA,AU-SA,2013-14,2013,Oil products,GWh,106.9
SA,AU-SA,2013-14,2013,Other,GWh,
SA,AU-SA,2013-14,2013,Small-scale solar PV,GWh,677.943
SA,AU-SA,2013-14,2013,Total,GWh,13119.965
SA,AU-SA,2013-14,2013,Total non-renewable,GWh,8203.5
SA,AU-SA,2013-14,2013,Total renewable,GWh,4916.465
SA,AU-SA,2013-14,2013,Wind,GWh,4150.337
SA,AU-SA,2014-15,2014,"Bagasse, wood",GWh,
SA,AU-SA,2014-15,2014,Biogas,GWh,84.9
SA,AU-SA,2014-15,2014,Black coal,GWh,
SA,AU-SA,2014-15,2014,Brown coal,GWh,2633.6
SA,AU-SA,2014-15,2014,Geothermal,GWh,
SA,AU-SA,2014-15,2014,Hydro,GWh,10.8
SA,AU-SA,2014-15,2014,Large-scale solar PV,GWh,1.722
SA,AU-SA,2014-15,2014,Natural gas,GWh,5003.849
SA,AU-SA,2014-15,2014,Oil products,GWh,197.3
SA,AU-SA,2014-15,2014,Other,GWh,
SA,AU-SA,2014-15,2014,Small-scale solar PV,GWh,802.239
SA,AU-SA,2014-15,2014,Total,GWh,13026.311
SA,AU-SA,2014-15,2014,Total non-renewable,GWh,7834.749
SA,AU-SA,2014-15,2014,Total renewable,GWh,5191.562
SA,AU-SA,2014-15,2014,Wind,GWh,4291.901
SA,AU-SA,2015-16,2015,"Bagasse, wood",GWh,
SA,AU-SA,2015-16,2015,Biogas,GWh,94.596
SA,AU-SA,2015-16,2015,Black coal,GWh,
SA,AU-SA,2015-16,2015,Brown coal,GWh,2593.675
SA,AU-SA,2015-16,2015,Geothermal,GWh,
SA,AU-SA,2015-16,2015,Hydro,GWh,6.481
SA,AU-SA,2015-16,2015,Large-scale solar PV,GWh,2
SA,AU-SA,2015-16,2015,Natural gas,GWh,4956.027
SA,AU-SA,2015-16,2015,Oil products,GWh,136.165
SA,AU-SA,2015-16,2015,Other,GWh,
SA,AU-SA,2015-16,2015,Small-scale solar PV,GWh,895.45
SA,AU-SA,2015-16,2015,Total,GWh,13082.416
SA,AU-SA,2015-16,2015,Total non-renewable,GWh,7685.867
SA,AU-SA,2015-16,2015,Total renewable,GWh,5396.549
SA,AU-SA,2015-16,2015,Wind,GWh,4398.022
SA,AU-SA,2016-17,2016,"Bagasse, wood",GWh,
SA,AU-SA,2016-17,2016,Biogas,GWh,78.024
SA,AU-SA,2016-17,2016,Black coal,GWh,
SA,AU-SA,2016-17,2016,Brown coal,GWh,
SA,AU-SA,2016-17,2016,Geothermal,GWh,
SA,AU-SA,2016-17,2016,Hydro,GWh,3.451
SA,AU-SA,2016-17,2016,Large-scale solar PV,GWh,3.925
SA,AU-SA,2016-17,2016,Natural gas,GWh,6028.202
SA,AU-SA,2016-17,2016,Oil products,GWh,183.118
SA,AU-SA,2016-17,2016,Other,GWh,
SA,AU-SA,2016-17,2016,Small-scale solar PV,GWh,1000.833
SA,AU-SA,2016-17,2016,Total,GWh,11711.245
SA,AU-SA,2016-17,2016,Total non-renewable,GWh,6211.32
SA,AU-SA,2016-17,2016,Total renewable,GWh,5499.925
SA,AU-SA,2016-17,2016,Wind,GWh,4413.692
SA,AU-SA,2017-18,2017,"Bagasse, wood",GWh,
SA,AU-SA,2017-18,2017,Biogas,GWh,73.952
SA,AU-SA,2017-18,2017,Black coal,GWh,
SA,AU-SA,2017-18,2017,Brown coal,GWh,
SA,AU-SA,2017-18,2017,Geothermal,GWh,
SA,AU-SA,2017-18,2017,Hydro,GWh,6.352
SA,AU-SA,2017-18,2017,Large-scale solar PV,GWh,20.045
SA,AU-SA,2017-18,2017,Natural gas,GWh,7753.197
SA,AU-SA,2017-18,2017,Oil products,GWh,132.837
SA,AU-SA,2017-18,2017,Other,GWh,
SA,AU-SA,2017-18,2017,Small-scale solar PV,GWh,1163.369
SA,AU-SA,2017-18,2017,Total,GWh,14823.649
SA,AU-SA,2017-18,2017,Total non-renewable,GWh,7886.034
SA,AU-SA,2017-18,2017,Total renewable,GWh,6937.615
SA,AU-SA,2017-18,2017,Wind,GWh,5673.898
SA,AU-SA,2018-19,2018,"Bagasse, wood",GWh,
SA,AU-SA,2018-19,2018,Biogas,GWh,85.01
SA,AU-SA,2018-19,2018,Black coal,GWh,
SA,AU-SA,2018-19,2018,Brown coal,GWh,
SA,AU-SA,2018-19,2018,Geothermal,GWh,
SA,AU-SA,2018-19,2018,Hydro,GWh,8.803
SA,AU-SA,2018-19,2018,Large-scale solar PV,GWh,321.329
SA,AU-SA,2018-19,2018,Natural gas,GWh,7245.797
SA,AU-SA,2018-19,2018,Oil products,GWh,163.034
SA,AU-SA,2018-19,2018,Other,GWh,
SA,AU-SA,2018-19,2018,Small-scale solar PV,GWh,1402.512
SA,AU-SA,2018-19,2018,Total,GWh,14937.506
SA,AU-SA,2018-19,2018,Total non-renewable,GWh,7408.831
SA,AU-SA,2018-19,2018,Total renewable,GWh,7528.675
SA,AU-SA,2018-19,2018,Wind,GWh,5711.02
SA,AU-SA,2019-20,2019,"Bagasse, wood",GWh,
SA,AU-SA,2019-20,2019,Biogas,GWh,97.446
SA,AU-SA,2019-20,2019,Black coal,GWh,
SA,AU-SA,2019-20,2019,Brown coal,GWh,
SA,AU-SA,2019-20,2019,Geothermal,GWh,
SA,AU-SA,2019-20,2019,Hydro,GWh,10.264
SA,AU-SA,2019-20,2019,Large-scale solar PV,GWh,627.836
SA,AU-SA,2019-20,2019,Natural gas,GWh,6614.008
SA,AU-SA,2019-20,2019,Oil products,GWh,159.398
SA,AU-SA,2019-20,2019,Other,GWh,
SA,AU-SA,2019-20,2019,Small-scale solar PV,GWh,1717.581
SA,AU-SA,2019-20,2019,Total,GWh,15039.445
SA,AU-SA,2019-20,2019,Total non-renewable,GWh,6773.406
SA,AU-SA,2019-20,2019,Total renewable,GWh,8266.039
SA,AU-SA,2019-20,2019,Wind,GWh,5812.912
SA,AU-SA,2020-21,2020,"Bagasse, wood",GWh,
SA,AU-SA,2020-21,2020,Biogas,GWh,94.595
SA,AU-SA,2020-21,2020,Black coal,GWh,
SA,AU-SA,2020-21,2020,Brown coal,GWh,
SA,AU-SA,2020-21,2020,Geothermal,GWh,
SA,AU-SA,2020-21,2020,Hydro,GWh,3.455
SA,AU-SA,2020-21,2020,Large-scale solar PV,GWh,884.33
SA,AU-SA,2020-21,2020,Natural gas,GWh,5588.962
SA,AU-SA,2020-21,2020,Oil products,GWh,126.725
SA,AU-SA,2020-21,2020,Other,GWh,
SA,AU-SA,2020-21,2020,Small-scale solar PV,GWh,2128.182
SA,AU-SA,2020-21,2020,Total,GWh,14693.318
SA,AU-SA,2020-21,2020,Total non-renewable,GWh,5715.687
SA,AU-SA,2020-21,2020,Total renewable,GWh,8977.631
SA,AU-SA,2020-21,2020,Wind,GWh,5867.068
SA,AU-SA,2021-22,2021,"Bagasse, wood",GWh,
SA,AU-SA,2021-22,2021,Biogas,GWh,94.582
SA,AU-SA,2021-22,2021,Black coal,GWh,
SA,AU-SA,2021-22,2021,Brown coal,GWh,
SA,AU-SA,2021-22,2021,Geothermal,GWh,
SA,AU-SA,2021-22,2021,Hydro,GWh,2.496
SA,AU-SA,2021-22,2021,Large-scale solar PV,GWh,1096.66
SA,AU-SA,2021-22,2021,Natural gas,GWh,4288.888
SA,AU-SA,2021-22,2021,Oil products,GWh,217.975
SA,AU-SA,2021-22,2021,Other,GWh,
SA,AU-SA,2021-22,2021,Small-scale solar PV,GWh,2505.006
SA,AU-SA,2021-22,2021,Total,GWh,14460.363
SA,AU-SA,2021-22,2021,Total non-renewable,GWh,4506.864
SA,AU-SA,2021-22,2021,Total renewable,GWh,9953.499
SA,AU-SA,2021-22,2021,Wind,GWh,6254.756
SA,AU-SA,2022-23,2022,"Bagasse, wood",GWh,
SA,AU-SA,2022-23,2022,Biogas,GWh,95.478
SA,AU-SA,2022-23,2022,Black coal,GWh,
SA,AU-SA,2022-23,2022,Brown coal,GWh,
SA,AU-SA,2022-23,2022,Geothermal,GWh,
SA,AU-SA,2022-23,2022,Hydro,GWh,1.548
SA,AU-SA,2022-23,2022,Large-scale solar PV,GWh,1108.532
SA,AU-SA,2022-23,2022,Natural gas,GWh,3903.827
SA,AU-SA,2022-23,2022,Oil products,GWh,242.628
SA,AU-SA,2022-23,2022,Other,GWh,
SA,AU-SA,2022-23,2022,Small-scale solar PV,GWh,2889.884
SA,AU-SA,2022-23,2022,Total,GWh,15041.541
SA,AU-SA,2022-23,2022,Total non-renewable,GWh,4146.455
SA,AU-SA,2022-23,2022,Total renewable,GWh,10895.087
SA,AU-SA,2022-23,2022,Wind,GWh,6799.644
SA,AU-SA,2023-24,2023,"Bagasse, wood",GWh,
SA,AU-SA,2023-24,2023,Biogas,GWh,98.336
SA,AU-SA,2023-24,2023,Black coal,GWh,
SA,AU-SA,2023-24,2023,Brown coal,GWh,
SA,AU-SA,2023-24,2023,Geothermal,GWh,
SA,AU-SA,2023-24,2023,Hydro,GWh,1.376
SA,AU-SA,2023-24,2023,Large-scale solar PV,GWh,1264.722
SA,AU-SA,2023-24,2023,Natural gas,GWh,3638.281
SA,AU-SA,2023-24,2023,Oil products,GWh,233.459
SA,AU-SA,2023-24,2023,Other,GWh,
SA,AU-SA,2023-24,2023,Small-scale solar PV,GWh,3254.117
SA,AU-SA,2023-24,2023,Total,GWh,14594.002
SA,AU-SA,2023-24,2023,Total non-renewable,GWh,3871.74
SA,AU-SA,2023-24,2023,Total renewable,GWh,10722.261
SA,AU-SA,2023-24,2023,Wind,GWh,6103.711
TAS,AU-TAS,8-Sep,#VALUE!,"Bagasse, wood",GWh,
TAS,AU-TAS,8-Sep,#VALUE!,Biogas,GWh,25.1
TAS,AU-TAS,8-Sep,#VALUE!,Black coal,GWh,
TAS,AU-TAS,8-Sep,#VALUE!,Brown coal,GWh,
TAS,AU-TAS,8-Sep,#VALUE!,Geothermal,GWh,
TAS,AU-TAS,8-Sep,#VALUE!,Hydro,GWh,7313.6
TAS,AU-TAS,8-Sep,#VALUE!,Large-scale solar PV,GWh,
TAS,AU-TAS,8-Sep,#VALUE!,Natural gas,GWh,705.3
TAS,AU-TAS,8-Sep,#VALUE!,Oil products,GWh,64.5
TAS,AU-TAS,8-Sep,#VALUE!,Other,GWh,
TAS,AU-TAS,8-Sep,#VALUE!,Small-scale solar PV,GWh,1.8
TAS,AU-TAS,8-Sep,#VALUE!,Total,GWh,8597.197
TAS,AU-TAS,8-Sep,#VALUE!,Total non-renewable,GWh,769.8
TAS,AU-TAS,8-Sep,#VALUE!,Total renewable,GWh,7827.397
TAS,AU-TAS,8-Sep,#VALUE!,Wind,GWh,486.897
TAS,AU-TAS,9-Oct,#VALUE!,"Bagasse, wood",GWh,
TAS,AU-TAS,9-Oct,#VALUE!,Biogas,GWh,29
TAS,AU-TAS,9-Oct,#VALUE!,Black coal,GWh,
TAS,AU-TAS,9-Oct,#VALUE!,Brown coal,GWh,
TAS,AU-TAS,9-Oct,#VALUE!,Geothermal,GWh,
TAS,AU-TAS,9-Oct,#VALUE!,Hydro,GWh,8307.2
TAS,AU-TAS,9-Oct,#VALUE!,Large-scale solar PV,GWh,
TAS,AU-TAS,9-Oct,#VALUE!,Natural gas,GWh,1109.8
TAS,AU-TAS,9-Oct,#VALUE!,Oil products,GWh,73.9
TAS,AU-TAS,9-Oct,#VALUE!,Other,GWh,
TAS,AU-TAS,9-Oct,#VALUE!,Small-scale solar PV,GWh,5.6
TAS,AU-TAS,9-Oct,#VALUE!,Total,GWh,10014.8
TAS,AU-TAS,9-Oct,#VALUE!,Total non-renewable,GWh,1183.7
TAS,AU-TAS,9-Oct,#VALUE!,Total renewable,GWh,8831.1
TAS,AU-TAS,9-Oct,#VALUE!,Wind,GWh,489.3
TAS,AU-TAS,10-Nov,#VALUE!,"Bagasse, wood",GWh,
TAS,AU-TAS,10-Nov,#VALUE!,Biogas,GWh,29.9
TAS,AU-TAS,10-Nov,#VALUE!,Black coal,GWh,
TAS,AU-TAS,10-Nov,#VALUE!,Brown coal,GWh,
TAS,AU-TAS,10-Nov,#VALUE!,Geothermal,GWh,
TAS,AU-TAS,10-Nov,#VALUE!,Hydro,GWh,9451.5
TAS,AU-TAS,10-Nov,#VALUE!,Large-scale solar PV,GWh,
TAS,AU-TAS,10-Nov,#VALUE!,Natural gas,GWh,1506
TAS,AU-TAS,10-Nov,#VALUE!,Oil products,GWh,94.9
TAS,AU-TAS,10-Nov,#VALUE!,Other,GWh,
TAS,AU-TAS,10-Nov,#VALUE!,Small-scale solar PV,GWh,11.6
TAS,AU-TAS,10-Nov,#VALUE!,Total,GWh,11577.4
TAS,AU-TAS,10-Nov,#VALUE!,Total non-renewable,GWh,1600.9
TAS,AU-TAS,10-Nov,#VALUE!,Total renewable,GWh,9976.5
TAS,AU-TAS,10-Nov,#VALUE!,Wind,GWh,483.5
TAS,AU-TAS,11-Dec,#VALUE!,"Bagasse, wood",GWh,
TAS,AU-TAS,11-Dec,#VALUE!,Biogas,GWh,33.3
TAS,AU-TAS,11-Dec,#VALUE!,Black coal,GWh,
TAS,AU-TAS,11-Dec,#VALUE!,Brown coal,GWh,
TAS,AU-TAS,11-Dec,#VALUE!,Geothermal,GWh,
TAS,AU-TAS,11-Dec,#VALUE!,Hydro,GWh,8515.5
TAS,AU-TAS,11-Dec,#VALUE!,Large-scale solar PV,GWh,
TAS,AU-TAS,11-Dec,#VALUE!,Natural gas,GWh,1562.7
TAS,AU-TAS,11-Dec,#VALUE!,Oil products,GWh,60.5
TAS,AU-TAS,11-Dec,#VALUE!,Other,GWh,
TAS,AU-TAS,11-Dec,#VALUE!,Small-scale solar PV,GWh,22.7
TAS,AU-TAS,11-Dec,#VALUE!,Total,GWh,10617.8
TAS,AU-TAS,11-Dec,#VALUE!,Total non-renewable,GWh,1623.2
TAS,AU-TAS,11-Dec,#VALUE!,Total renewable,GWh,8994.6
TAS,AU-TAS,11-Dec,#VALUE!,Wind,GWh,423.1
TAS,AU-TAS,2012-13,2012,"Bagasse, wood",GWh,
TAS,AU-TAS,2012-13,2012,Biogas,GWh,33
TAS,AU-TAS,2012-13,2012,Black coal,GWh,
TAS,AU-TAS,2012-13,2012,Brown coal,GWh,
TAS,AU-TAS,2012-13,2012,Geothermal,GWh,
TAS,AU-TAS,2012-13,2012,Hydro,GWh,10766.4
TAS,AU-TAS,2012-13,2012,Large-scale solar PV,GWh,
TAS,AU-TAS,2012-13,2012,Natural gas,GWh,1752.5
TAS,AU-TAS,2012-13,2012,Oil products,GWh,12.1
TAS,AU-TAS,2012-13,2012,Other,GWh,
TAS,AU-TAS,2012-13,2012,Small-scale solar PV,GWh,53.3
TAS,AU-TAS,2012-13,2012,Total,GWh,13094.8
TAS,AU-TAS,2012-13,2012,Total non-renewable,GWh,1764.6
TAS,AU-TAS,2012-13,2012,Total renewable,GWh,11330.2
TAS,AU-TAS,2012-13,2012,Wind,GWh,477.5
TAS,AU-TAS,2013-14,2013,"Bagasse, wood",GWh,
TAS,AU-TAS,2013-14,2013,Biogas,GWh,30.6
TAS,AU-TAS,2013-14,2013,Black coal,GWh,
TAS,AU-TAS,2013-14,2013,Brown coal,GWh,
TAS,AU-TAS,2013-14,2013,Geothermal,GWh,
TAS,AU-TAS,2013-14,2013,Hydro,GWh,12072.6
TAS,AU-TAS,2013-14,2013,Large-scale solar PV,GWh,0.04
TAS,AU-TAS,2013-14,2013,Natural gas,GWh,985
TAS,AU-TAS,2013-14,2013,Oil products,GWh,19.7
TAS,AU-TAS,2013-14,2013,Other,GWh,
TAS,AU-TAS,2013-14,2013,Small-scale solar PV,GWh,73.516
TAS,AU-TAS,2013-14,2013,Total,GWh,13999.456
TAS,AU-TAS,2013-14,2013,Total non-renewable,GWh,1004.7
TAS,AU-TAS,2013-14,2013,Total renewable,GWh,12994.756
TAS,AU-TAS,2013-14,2013,Wind,GWh,818
TAS,AU-TAS,2014-15,2014,"Bagasse, wood",GWh,
TAS,AU-TAS,2014-15,2014,Biogas,GWh,34.6
TAS,AU-TAS,2014-15,2014,Black coal,GWh,
TAS,AU-TAS,2014-15,2014,Brown coal,GWh,
TAS,AU-TAS,2014-15,2014,Geothermal,GWh,
TAS,AU-TAS,2014-15,2014,Hydro,GWh,8294.4
TAS,AU-TAS,2014-15,2014,Large-scale solar PV,GWh,0.04
TAS,AU-TAS,2014-15,2014,Natural gas,GWh,131.042
TAS,AU-TAS,2014-15,2014,Oil products,GWh,18.9
TAS,AU-TAS,2014-15,2014,Other,GWh,
TAS,AU-TAS,2014-15,2014,Small-scale solar PV,GWh,96.806
TAS,AU-TAS,2014-15,2014,Total,GWh,9630.888
TAS,AU-TAS,2014-15,2014,Total non-renewable,GWh,149.942
TAS,AU-TAS,2014-15,2014,Total renewable,GWh,9480.946
TAS,AU-TAS,2014-15,2014,Wind,GWh,1055.1
TAS,AU-TAS,2015-16,2015,"Bagasse, wood",GWh,
TAS,AU-TAS,2015-16,2015,Biogas,GWh,27.252
TAS,AU-TAS,2015-16,2015,Black coal,GWh,
TAS,AU-TAS,2015-16,2015,Brown coal,GWh,
TAS,AU-TAS,2015-16,2015,Geothermal,GWh,
TAS,AU-TAS,2015-16,2015,Hydro,GWh,8204.296
TAS,AU-TAS,2015-16,2015,Large-scale solar PV,GWh,0.039
TAS,AU-TAS,2015-16,2015,Natural gas,GWh,858.027
TAS,AU-TAS,2015-16,2015,Oil products,GWh,90.255
TAS,AU-TAS,2015-16,2015,Other,GWh,
TAS,AU-TAS,2015-16,2015,Small-scale solar PV,GWh,108.462
TAS,AU-TAS,2015-16,2015,Total,GWh,10344.327
TAS,AU-TAS,2015-16,2015,Total non-renewable,GWh,948.282
TAS,AU-TAS,2015-16,2015,Total renewable,GWh,9396.045
TAS,AU-TAS,2015-16,2015,Wind,GWh,1055.996
TAS,AU-TAS,2016-17,2016,"Bagasse, wood",GWh,
TAS,AU-TAS,2016-17,2016,Biogas,GWh,24.517
TAS,AU-TAS,2016-17,2016,Black coal,GWh,
TAS,AU-TAS,2016-17,2016,Brown coal,GWh,
TAS,AU-TAS,2016-17,2016,Geothermal,GWh,
TAS,AU-TAS,2016-17,2016,Hydro,GWh,8432.701
TAS,AU-TAS,2016-17,2016,Large-scale solar PV,GWh,0.296
TAS,AU-TAS,2016-17,2016,Natural gas,GWh,897.553
TAS,AU-TAS,2016-17,2016,Oil products,GWh,21.817
TAS,AU-TAS,2016-17,2016,Other,GWh,
TAS,AU-TAS,2016-17,2016,Small-scale solar PV,GWh,121.61
TAS,AU-TAS,2016-17,2016,Total,GWh,10603.27
TAS,AU-TAS,2016-17,2016,Total non-renewable,GWh,919.37
TAS,AU-TAS,2016-17,2016,Total renewable,GWh,9683.9
TAS,AU-TAS,2016-17,2016,Wind,GWh,1104.776
TAS,AU-TAS,2017-18,2017,"Bagasse, wood",GWh,
TAS,AU-TAS,2017-18,2017,Biogas,GWh,24.062
TAS,AU-TAS,2017-18,2017,Black coal,GWh,
TAS,AU-TAS,2017-18,2017,Brown coal,GWh,
TAS,AU-TAS,2017-18,2017,Geothermal,GWh,
TAS,AU-TAS,2017-18,2017,Hydro,GWh,9428.909
TAS,AU-TAS,2017-18,2017,Large-scale solar PV,GWh,0.556
TAS,AU-TAS,2017-18,2017,Natural gas,GWh,980.373
TAS,AU-TAS,2017-18,2017,Oil products,GWh,24.3
TAS,AU-TAS,2017-18,2017,Other,GWh,
TAS,AU-TAS,2017-18,2017,Small-scale solar PV,GWh,138.931
TAS,AU-TAS,2017-18,2017,Total,GWh,11744.921
TAS,AU-TAS,2017-18,2017,Total non-renewable,GWh,1004.673
TAS,AU-TAS,2017-18,2017,Total renewable,GWh,10740.248
TAS,AU-TAS,2017-18,2017,Wind,GWh,1147.79
TAS,AU-TAS,2018-19,2018,"Bagasse, wood",GWh,
TAS,AU-TAS,2018-19,2018,Biogas,GWh,27.004
TAS,AU-TAS,2018-19,2018,Black coal,GWh,
TAS,AU-TAS,2018-19,2018,Brown coal,GWh,
TAS,AU-TAS,2018-19,2018,Geothermal,GWh,
TAS,AU-TAS,2018-19,2018,Hydro,GWh,9821.078
TAS,AU-TAS,2018-19,2018,Large-scale solar PV,GWh,1.495
TAS,AU-TAS,2018-19,2018,Natural gas,GWh,619.786
TAS,AU-TAS,2018-19,2018,Oil products,GWh,19.27
TAS,AU-TAS,2018-19,2018,Other,GWh,
TAS,AU-TAS,2018-19,2018,Small-scale solar PV,GWh,161.79
TAS,AU-TAS,2018-19,2018,Total,GWh,11797.625
TAS,AU-TAS,2018-19,2018,Total non-renewable,GWh,639.056
TAS,AU-TAS,2018-19,2018,Total renewable,GWh,11158.569
TAS,AU-TAS,2018-19,2018,Wind,GWh,1147.203
TAS,AU-TAS,2019-20,2019,"Bagasse, wood",GWh,
TAS,AU-TAS,2019-20,2019,Biogas,GWh,30.883
TAS,AU-TAS,2019-20,2019,Black coal,GWh,
TAS,AU-TAS,2019-20,2019,Brown coal,GWh,
TAS,AU-TAS,2019-20,2019,Geothermal,GWh,
TAS,AU-TAS,2019-20,2019,Hydro,GWh,9878.333
TAS,AU-TAS,2019-20,2019,Large-scale solar PV,GWh,2.754
TAS,AU-TAS,2019-20,2019,Natural gas,GWh,196.631
TAS,AU-TAS,2019-20,2019,Oil products,GWh,20.682
TAS,AU-TAS,2019-20,2019,Other,GWh,
TAS,AU-TAS,2019-20,2019,Small-scale solar PV,GWh,187.173
